"Reference","Latitude","Longitude"
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.564294,130.974562
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.578563,131.074823
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.590562,131.016798
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.607029,131.080374
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.608163,130.985736
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.605435,130.981065
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.606756,131.004628
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.587763,130.983792
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.646665,130.944389
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.647483,130.942621
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.643146,130.941329
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.631719,130.945181
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.624086,130.942393
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.639106,130.967799
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.628972,130.962457
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.619327,130.956953
"Woinarski et al. 2009",-13.700667,130.960037
"Woinarski et al. 2009",-13.700667,130.960037
"Woinarski et al. 2009",-13.700667,130.960037
"Woinarski et al. 2009",-13.700667,130.960037
